prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,335 -OFTALMOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,355 -UROLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,386 -NEUMOLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,Unidad de Servicios de Salud San Blas,subcentrooriente@saludcapital.gov.co,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,2891100,Pública,Urgencias,501 -SERVICIO de URGENCIAS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SAN CRISTÓBAL,Unidad de Servicios de Salud San Cristóbal,subrednorte@saludcapital.gov.co,CALLE 164 # 7F-10,6711392,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD SAN JUAN DE SUMAPÁZ,Unidad de Servicios de Salud San Juan de Sumapáz,subredsur@saludcapital.gov.co,Corregimiento San Juan de Sumapáz,3212302947,Pública,Consulta Externa,404 -MEDICINAS ALTERNATIVAS - NATUROPATÍA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD SAN JUAN DE SUMAPÁZ,Unidad de Servicios de Salud San Juan de Sumapáz,subredsur@saludcapital.gov.co,Corregimiento San Juan de Sumapáz,3212302947,Pública,Consulta Externa,405 -MEDICINAS ALTERNATIVAS - NEURALTERAPIA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,101 -GENERAL ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,102 -GENERAL PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,106 -CUIDADO INTERMEDIO PEDIÁTRICO
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,109 -CUIDADO INTENSIVO PEDIÁTRICO
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,110 -CUIDADO INTENSIVO ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Internación,126 -HOSPITALIZACIÓN EN UNIDAD de SALUD MENTAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,202 -CIRUGÍA CARDIOVASCULAR
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,203 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,206 -CIRUGÍA NEUROLÓGICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,212 -CIRUGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,214 -CIRUGÍA VASCULAR y ANGIOLÓGICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,234 -CIRUGÍA de TÓRAX
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Quirúrgicos,241 -TRASPLANTE de TEJIDO OSTEOMUSCULAR
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,301 -ANESTESIA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,302 -CARDIOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,303 -CIRUGÍA CARDIOVASCULAR
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,304 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,306 -CIRUGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,316 -GASTROENTEROLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,323 -INFECTOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,331 -NEUMOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,332 -NEUROLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,361 -CARDIOLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,366 -CIRUGÍA de TÓRAX
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,372 -CIRUGÍA VASCULAR
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,384 -NEFROLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,386 -NEUMOLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,388 -NEUROPEDIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,Unidad de Servicios de Salud Santa Clara,subcentrooriente@saludcapital.gov.co,CARRERA 14 B NUMERO 1-45 SUR,3282828,Pública,Urgencias,501 -SERVICIO de URGENCIAS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,101 -GENERAL ADULTOS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,102 -GENERAL PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,105 -CUIDADO INTERMEDIO NEONATAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,106 -CUIDADO INTERMEDIO PEDIÁTRICO
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,108 -CUIDADO INTENSIVO NEONATAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,109 -CUIDADO INTENSIVO PEDIÁTRICO
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,110 -CUIDADO INTENSIVO ADULTOS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,111 -UNIDAD de QUEMADOS ADULTOS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,112 -OBSTETRICIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,120 -CUIDADO BÁSICO NEONATAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,125 -UNIDAD de QUEMADOS PEDIÁTRICOS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Internación,126 -HOSPITALIZACIÓN EN UNIDAD de SALUD MENTAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,203 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,206 -CIRUGÍA NEUROLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,208 -CIRUGÍA OFTALMOLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,211 -CIRUGÍA ORAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,212 -CIRUGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,214 -CIRUGÍA VASCULAR y ANGIOLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,231 -CIRUGÍA de LA MANO
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,240 -TRASPLANTE TEJIDOS OCULARES
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,241 -TRASPLANTE de TEJIDO OSTEOMUSCULAR
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Quirúrgicos,243 -TRASPLANTE de PIEL y COMPONENTES de LA PIEL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,301 -ANESTESIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,302 -CARDIOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,303 -CIRUGÍA CARDIOVASCULAR
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,304 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,305 -CIRUGÍA NEUROLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,306 -CIRUGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,308 -deRMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,310 -ENDOCRINOLOGÍA
